State,County,Day,Month,Year,Date,HPAI Strain,Order,Bird Species,WOAH Classification,Sampling,Sampling Method,Submitting Agency
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,IA DNR
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,IA DNR
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,KS DWP/SCWDS
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Tufts University
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Tufts University
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
New York,Albany,28,10,2022,28/10/2022,EA H5N1,Falconiformes,Merlin,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MN DNR/USGS
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
California,Fresno,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Muscovy duck,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
California,Fresno,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Muscovy duck,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
California,Fresno,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Muscovy duck,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
California,Fresno,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Muscovy duck,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MN DNR/USGS
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnett,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Minnesota,Scott,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Oregon,Morrow,27,10,2022,27/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Texas,Taylor,12,10,2022,12/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Kanabec,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Minnesota,Chisago,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Minnesota,Carlton,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Mallard,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MO Dept of Conservation
Florida,Osceola,19,10,2022,19/10/2022,EA H5N1,Anseriformes,Muscovy duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,13,10,2022,13/10/2022,EA H5,Anseriformes,Muscovy duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
New York,Nassau,13,10,2022,13/10/2022,EA/AM H5N1,Anseriformes,Mute swan,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Connecticut,Middlesex,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Mute swan,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Pennsylvania,Montgomery,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Mute swan,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Rhode Island,Kent,12,10,2022,12/10/2022,EA H5,Anseriformes,Mute swan,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Michigan,St. Clair,26,10,2022,26/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Michigan,St. Clair,26,10,2022,26/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
New Jersey,Sussex,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Nevada,Lyon,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Nevada,Lyon,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Nevada,Lyon,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Calumet,17,10,2022,17/10/2022,EA H5,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NE GPC
Minnesota,Carlton,25,10,2022,25/10/2022,EA H5,Anseriformes,Northern pintail,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Montana,Teton,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,SD GFP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NV DOW
Nevada,Lyon,31,10,2022,31/10/2022,EA H5N1,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Minnesota,Big Stone,12,10,2022,12/10/2022,EA/AM H5N1,Falconiformes,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
California,Napa,19,10,2022,19/10/2022,EA/AM H5N1,Falconiformes,Peregrine falcon,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Indiana,Lake,19,10,2022,19/10/2022,EA/AM H5N1,Falconiformes,Peregrine falcon,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Minnesota,Ramsey,6,10,2022,06/10/2022,EA H5N1,Falconiformes,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NV DOW
Minnesota,Blue Earth,28,10,2022,28/10/2022,EA H5N1,Falconiformes,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,AR GFC/SCWDS
New York,Columbia,25,10,2022,25/10/2022,EA H5N1,Falconiformes,Peregrine falcon,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
California,Orange,31,10,2022,31/10/2022,EA H5N1,Falconiformes,Peregrine falcon,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Colorado,Denver,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Puna teal,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,ID Fish and Game
Colorado,Denver,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Red-breasted goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Red-breasted goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Red-breasted goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Red-breasted goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,FL FWCC/SCWDS
California,Santa Clara,31,10,2022,31/10/2022,EA H5N1,Accipitriformes,Red-shouldered hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Colorado,Larimer,12,10,2022,12/10/2022,EA/AM H5N1,Accipitriformes,Red-tailed hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Wyoming,Albany,7,10,2022,07/10/2022,EA/AM H5N1,Accipitriformes,Red-tailed hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Wyoming,Albany,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Red-tailed hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Iowa,Scott,27,10,2022,27/10/2022,EA/AM H5N1,Accipitriformes,Red-tailed hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
California,Napa,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,FL FWCC
South Dakota,Pennington,11,10,2022,11/10/2022,EA H5,Accipitriformes,Red-tailed hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,IN DNR
Pennsylvania,Dauphin,19,10,2022,19/10/2022,EA/AM H5N1,,Rhea (not otherwise specified),Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Pennsylvania,Dauphin,19,10,2022,19/10/2022,EA/AM H5N1,,Rhea (not otherwise specified),Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Pennsylvania,Dauphin,19,10,2022,19/10/2022,EA/AM H5N1,,Rhea (not otherwise specified),Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Pennsylvania,Dauphin,19,10,2022,19/10/2022,EA/AM H5N1,,Rhea (not otherwise specified),Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,KS DWP/SCWDS
Colorado,Boulder,4,10,2022,04/10/2022,EA H5N1,Charadriiformes,Ring-billed gull,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
North Dakota,Stutsman,17,10,2022,17/10/2022,EA H5,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
North Dakota,Stutsman,17,10,2022,17/10/2022,EA H5,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
North Dakota,Stutsman,17,10,2022,17/10/2022,EA H5,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5,Anseriformes,Northern shoveler,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Washington,Grant,7,10,2022,07/10/2022,EA H5N1,Gruiformes,Sandhill crane,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,,Scaly-sided merganser,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,,Smew,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NY DEC
New York,Onondaga,4,10,2022,04/10/2022,EA H5N1,Anseriformes,Snow goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,CO Parks & Wildlife
Oregon,Malheur,28,10,2022,28/10/2022,EA H5N1,Accipitriformes,Swainson's hawk,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Colorado,Denver,25,10,2022,25/10/2022,EA H5N1,,Swan goose,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NE GPC
California,Alameda,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Connecticut,Hartford,17,10,2022,17/10/2022,EA/AM H5N1,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Ramsey,6,10,2022,06/10/2022,EA H5N1,Accipitriformes,Turkey vulture,Captive wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Wyoming,Park,4,10,2022,04/10/2022,EA H5N1,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Wyoming,Park,4,10,2022,04/10/2022,EA H5N1,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
California,Santa Clara,31,10,2022,31/10/2022,EA H5N1,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Oregon,Klamath,11,10,2022,11/10/2022,EA H5,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Wyoming,Laramie,11,10,2022,11/10/2022,EA H5,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Oregon,Lane,13,10,2022,13/10/2022,EA H5,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Oregon,Clackamas,25,10,2022,25/10/2022,EA H5,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Oregon,Klamath,25,10,2022,25/10/2022,EA H5,Accipitriformes,Turkey vulture,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR DFW
Florida,Brevard,13,10,2022,13/10/2022,EA H5,Pelecaniformes,White ibis,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Jackson,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,AK DFG/USFWS
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,OR State University
Michigan,Bay,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Michigan,Bay,25,10,2022,25/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Oregon,Josephine,27,10,2022,27/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,PA Game Commission
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Michigan,St. Clair,26,10,2022,26/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,UT DWR
Minnesota,Scott,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Scott,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Minnesota,Hennepin,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,AK DFG/USFWS
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,ID Fish and Game
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,IA DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MN DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MN DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,USFWS/USGS
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MT FWP/USGS
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WI DNR/USGS
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Minnesota,Kanabec,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Minnesota,Carlton,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Minnesota,Wright,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WY GFD
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,MI DNR
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NY DEC
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NC WRC/SCWDS
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,WA DFW
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,Private (non-government) submission
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,NWDP
Iowa,Guthrie,25,10,2022,25/10/2022,EA H5,Anseriformes,Wood duck,Wild bird,Morbidity/Mortality,Morbidity/Mortality,CA DFW/CAHFS
